comments,duration,event,film_date,languages,main_speaker,name,num_speaker,published_date,speaker_occupation,title,views
613,1185,TEDGlobal 2010,1279238400,28,Laurie Santos,Laurie Santos: A monkey economy as irrational as ours,1,1280393220,Cognitive psychologist,A monkey economy as irrational as ours,1236817
173,585,TEDGlobal 2010,1279152000,31,Lewis Pugh,Lewis Pugh: My mind-shifting Everest swim,1,1280480100,Coldwater swimmer,My mind-shifting Everest swim,1029186
169,1169,TEDGlobal 2010,1278633600,23,Jason Clay,Jason Clay: How big brands can help save biodiversity,1,1281948180,Market transformer,How big brands can help save biodiversity,431548
538,1102,TEDGlobal 2010,1279152000,30,Sheryl WuDunn,Sheryl WuDunn: Our century's greatest injustice,1,1282038540,"Author, journalist",Our century's greatest injustice,1049847
649,453,New York State Senate,1259712000,0,Diane J. Savino,Diane J. Savino: The case for same-sex marriage,1,1282062180,Senator,The case for same-sex marriage,292395
207,655,TEDGlobal 2010,1278633600,24,Peter Molyneux,"Peter Molyneux: Meet Milo, the virtual boy",1,1282119180,Game changer,"Meet Milo, the virtual boy",734490
99,539,TEDGlobal 2010,1279152000,25,Jamil Abu-Wardeh,Jamil Abu-Wardeh: The Axis of Evil Middle East Comedy Tour,1,1282206180,Producer,The Axis of Evil Middle East Comedy Tour,799855
287,554,TEDGlobal 2010,1279238400,34,Maz Jobrani,Maz Jobrani: Did you hear the one about the Iranian-American?,1,1282206540,Comedian,Did you hear the one about the Iranian-American?,4646183
295,722,TEDxBoston 2010,1280361600,27,Seth Priebatsch,Seth Priebatsch: The game layer on top of the world,1,1282293780,Entrepreneur,The game layer on top of the world,816019
285,1076,TEDGlobal 2010,1278633600,31,David McCandless,David McCandless: The beauty of data visualization,1,1282554120,Data journalist,The beauty of data visualization,2581998
236,585,TEDGlobal 2010,1279065600,27,Lee Hotz,Lee Hotz: Inside an Antarctic time machine,1,1282639500,Journalist,Inside an Antarctic time machine,592082
404,639,RSA Animate,1282176000,0,Jeremy Rifkin,Jeremy Rifkin: The empathic civilization,1,1282647660,"Writer, thinker",The empathic civilization,544047
66,855,Mission Blue Voyage,1271030400,22,Jim Toomey,Jim Toomey: Learning from Sherman the shark,1,1282727040,Cartoonist,Learning from Sherman the shark,479113
175,1034,TEDxOilSpill,1277683200,24,Lisa Margonelli,Lisa Margonelli: The political chemistry of oil,1,1282812600,Writer,The political chemistry of oil,452632
137,458,TEDGlobal 2010,1279152000,37,Dan Cobley,Dan Cobley: What physics taught me about marketing,1,1282902540,Online marketing whiz,What physics taught me about marketing,1373377
396,1009,TEDGlobal 2010,1279238400,36,Nic Marks,Nic Marks: The Happy Planet Index,1,1283130000,Happiness researcher,The Happy Planet Index,1597719
568,1090,TEDGlobal 2010,1279238400,25,Johan Rockstrom,Johan Rockstrom: Let the environment guide our development,1,1283244120,Sustainability expert,Let the environment guide our development,924806
215,1523,TEDIndia 2009,1257292800,29,His Holiness the Karmapa,His Holiness the Karmapa: The technology of the heart,1,1283330880,Spiritual leader,The technology of the heart,800001
582,195,TEDGlobal 2010,1279152000,58,Derek Sivers,Derek Sivers: Keep your goals to yourself,1,1283417220,Entrepreneur,Keep your goals to yourself,4657799
175,848,TEDGlobal 2010,1279152000,28,Rachel Sussman,Rachel Sussman: The world's oldest living things,1,1283503920,"Artist, photographer",The world's oldest living things,1424250
626,1033,TEDGlobal 2010,1279152000,43,Sugata Mitra,Sugata Mitra: The child-driven education,1,1283850660,Education researcher,The child-driven education,2528934
70,1011,TEDIndia 2009,1257465600,22,Alwar Balasubramaniam,Alwar Balasubramaniam: Art of substance and absence,1,1283935080,Artist,Art of substance and absence,427590
90,1238,Business Innovation Factory,1255132800,26,Carne Ross,Carne Ross: An independent diplomat,1,1284022500,Diplomat,An independent diplomat,343532
97,764,TEDxYYC,1267142400,27,Ben Cameron,Ben Cameron: Why the live arts matter,1,1284107880,Arts administrator,Why the live arts matter,497710
237,1214,Gel Conference,1157673600,0,Seth Godin,Seth Godin: This is broken,1,1284138120,Marketer and author,This is broken,955329
331,1094,Mission Blue Voyage,1271289600,23,Rob Dunbar,Rob Dunbar: Discovering ancient climates in oceans and ice,1,1284366360,"Oceanographer, biogeochemist",Discovering ancient climates in oceans and ice,547649
484,1133,TEDGlobal 2010,1279152000,31,Chris Anderson,Chris Anderson: How web video powers global innovation,1,1284450120,TED Curator,How web video powers global innovation,1306536
241,241,TEDGlobal 2010,1279152000,39,Jessa Gamble,Jessa Gamble: Our natural sleep cycle is nothing like what we do now,1,1284541440,Writer,Our natural sleep cycle is nothing like what we do now,2244295
125,1074,TED@Cannes,1277078400,28,Nicholas Christakis,Nicholas Christakis: How social networks predict epidemics,1,1284627300,"Physician, social scientist",How social networks predict epidemics,568761
60,341,TEDGlobal 2010,1278633600,33,Caroline Phillips,Caroline Phillips: Hurdy-gurdy for beginners,1,1284712140,Musician,Hurdy-gurdy for beginners,649740
209,534,TEDGlobal 2010,1278633600,30,Christien Meindertsma,Christien Meindertsma: How pig parts make the world turn,1,1284972180,Artist,How pig parts make the world turn,1157394
359,1065,TEDGlobal 2010,1279152000,33,Steven Johnson,Steven Johnson: Where good ideas come from,1,1285059000,Writer,Where good ideas come from,3951683
40,1110,TEDGlobal 2010,1279152000,21,Mitchell Besser,Mitchell Besser: Mothers helping mothers fight HIV,1,1285145640,HIV/AIDS fighter,Mothers helping mothers fight HIV,235221
105,556,TEDGlobal 2010,1279152000,32,Annie Lennox,Annie Lennox: Why I am an HIV/AIDS activist,1,1285146180,"Activist, singer-songwriter",Why I am an HIV/AIDS activist,484254
159,255,TEDxBerlin,1265068800,35,Fabian Hemmert,Fabian Hemmert: The shape-shifting future of the mobile phone,1,1285231620,Designer,The shape-shifting future of the mobile phone,875821
229,434,TEDGlobal 2010,1278633600,35,Julian Treasure,Julian Treasure: Shh! Sound health in 8 steps,1,1285250100,Sound consultant,Shh! Sound health in 8 steps,1147609
40,1690,The Do Lectures,1253232000,0,Tim Birkhead,Tim Birkhead: The early birdwatchers,1,1285488000,Ornithologist,The early birdwatchers,112321
141,310,TED@Cannes,1276560000,33,Gary Wolf,Gary Wolf: The quantified self,1,1285576380,Journalist,The quantified self,865560
411,1165,TEDGlobal 2010,1279238400,28,Sebastian Seung,Sebastian Seung: I am my connectome,1,1285663500,Computational neuroscientist,I am my connectome,942928
68,641,TEDGlobal 2010,1279152000,26,Inge Missmahl,Inge Missmahl: Bringing peace to the minds of Afghanistan,1,1285748640,Analytical psychologist,Bringing peace to the minds of Afghanistan,343349
233,830,TEDxChange,1284940800,31,Mechai Viravaidya,Mechai Viravaidya: How Mr. Condom made Thailand a better place for life and love,1,1285836660,Public health expert,How Mr. Condom made Thailand a better place for life and love,1059098
266,545,TEDGlobal 2010,1278633600,29,Eben Bayer,Eben Bayer: Are mushrooms the new plastic?,1,1286182800,Green designer,Are mushrooms the new plastic?,1097901
364,1223,TEDGlobal 2010,1279152000,28,Tim Jackson,Tim Jackson: An economic reality check,1,1286270340,Economist,An economic reality check,899942
35,1206,Mission Blue Voyage,1271376000,21,Barbara Block,Barbara Block: Tagging tuna in the deep ocean,1,1286355180,Marine biologist,Tagging tuna in the deep ocean,334820
342,934,TEDxChange,1284940800,33,Hans Rosling,Hans Rosling: The good news of the decade? We're winning the war against child mortality,1,1286442720,Global health expert; data visionary,The good news of the decade? We're winning the war against child mortality,738895
505,197,TED2010,1265932800,55,Stacey Kramer,Stacey Kramer: The best gift I ever survived,1,1286527740,Brand strategist,The best gift I ever survived,3450119
954,830,TEDGlobal 2010,1279152000,30,Stefano Mancuso,Stefano Mancuso: The roots of plant intelligence,1,1286787300,Plant neurobiologist,The roots of plant intelligence,1075196
322,988,TEDxChange,1284940800,31,Melinda Gates,Melinda Gates: What nonprofits can learn from Coca-Cola,1,1286873040,Philanthropist,What nonprofits can learn from Coca-Cola,1189754
77,510,TED Senior Fellows at TEDGlobal 2010,1278979200,27,Peter Haas,Peter Haas: Haiti's disaster of engineering,1,1286960340,Building activist,Haiti's disaster of engineering,317127
69,1190,Business Innovation Factory,1255046400,23,Natalie Jeremijenko,Natalie Jeremijenko: The art of the eco-mindshift,1,1287047700,Artist and engineer,The art of the eco-mindshift,414028
148,1080,TEDGlobal 2010,1278633600,30,Ze Frank,Ze Frank: My web playroom,1,1287132780,"Humorist, web artist",My web playroom,1876053
225,775,Fort Worth City Council,1286841600,0,Joel Burns,Joel Burns: A message to gay teens: It gets better,1,1287307320,City councilman,A message to gay teens: It gets better,278672
718,1113,TEDGlobal 2010,1279065600,35,Jessica Jackley,"Jessica Jackley: Poverty, money -- and love",1,1287394020,Microlender,"Poverty, money -- and love",1359611
266,914,TEDGlobal 2010,1279238400,29,Heribert Watzke,Heribert Watzke: The brain in your gut,1,1287475740,Food scientist,The brain in your gut,1342475
259,318,Mission Blue Voyage,1271376000,32,Dianna Cohen,Dianna Cohen: Tough truths about plastic pollution,1,1287572760,Artist and activist,Tough truths about plastic pollution,688861
135,752,TEDGlobal 2010,1279152000,39,Patrick Chappatte,Patrick Chappatte: The power of cartoons,1,1287650880,Editorial cartoonist,The power of cartoons,759736
63,195,TED2010,1265932800,34,"David Byrne, Ethel + Thomas Dolby","David Byrne, Ethel + Thomas Dolby: ""(Nothing But) Flowers"" with string quartet",3,1287737340,Electronic music pioneer,"""(Nothing But) Flowers"" with string quartet",621361
190,1180,TEDIndia 2009,1257120000,23,R.A. Mashelkar,R.A. Mashelkar: Breakthrough designs for ultra-low-cost products,1,1287997620,"Scientist, innovator",Breakthrough designs for ultra-low-cost products,622593
264,1095,TEDGlobal 2010,1278633600,25,Joseph Nye,Joseph Nye: Global power shifts,1,1288084080,Diplomat,Global power shifts,954049
91,566,Mission Blue Voyage,1270598400,35,Barton Seaver,Barton Seaver: Sustainable seafood? Let's get smart,1,1288169880,Chef,Sustainable seafood? Let's get smart,556032
83,923,TEDxTelAviv 2010,1272240000,24,Shimon Steinberg,Shimon Steinberg: Natural pest control ... using bugs!,1,1288253220,Entomologist,Natural pest control ... using bugs!,368770
144,671,TEDGlobal 2010,1279065600,34,Miwa Matreyek,Miwa Matreyek: Glorious visions in animation and performance,1,1288349340,Multimedia artist,Glorious visions in animation and performance,829399
343,988,TEDGlobal 2010,1279065600,30,Tom Chatfield,Tom Chatfield: 7 ways games reward the brain,1,1288603020,Gaming theorist,7 ways games reward the brain,1021573
834,422,TEDGlobal 2010,1279065600,36,David Bismark,David Bismark: E-voting without fraud,1,1288685640,Voting system designer,E-voting without fraud,543551
58,1035,Mission Blue Voyage,1271376000,28,Greg Stone,Greg Stone: Saving the ocean one island at a time,1,1288770540,Oceanographer,Saving the ocean one island at a time,454323
124,1054,TEDGlobal 2010,1279238400,28,Gero Miesenboeck,Gero Miesenboeck: Re-engineering the brain,1,1288824240,Optogeneticist,Re-engineering the brain,611081
226,1159,TED2010,1265760000,28,Andrew Bird,Andrew Bird: A one-man orchestra of the imagination,1,1288967040,Musician,A one-man orchestra of the imagination,1231423
156,1003,TEDGlobal 2010,1279238400,29,Emily Pilloton,Emily Pilloton: Teaching design for change,1,1289229480,Humanitarian design activist,Teaching design for change,943245
74,1055,TEDGlobal 2010,1279152000,24,Stefan Wolff,Stefan Wolff: The path to ending ethnic conflicts,1,1289314740,Ethnic conflicts scholar,The path to ending ethnic conflicts,307628
850,927,TEDxDU 2010,1284854400,36,Aaron Huey,Aaron Huey: America's native prisoners of war,1,1289401020,Photographer,America's native prisoners of war,1347633
146,1066,TEDGlobal 2010,1279238400,26,Auret van Heerden,Auret van Heerden: Making global labor fair,1,1289488560,Labor-rights activist,Making global labor fair,586814
134,222,TEDGlobal 2010,1279152000,36,Eric Berlow,Eric Berlow: Simplifying complexity,1,1289574540,Ecologist,Simplifying complexity,1154719
579,1039,TEDGlobal 2010,1278633600,32,Conrad Wolfram,Conrad Wolfram: Teaching kids real math with computers,1,1289833380,Mathematician,Teaching kids real math with computers,1499219
388,933,TED2010,1265760000,34,Denis Dutton,Denis Dutton: A Darwinian theory of beauty,1,1289921040,Philosopher,A Darwinian theory of beauty,2012387
52,946,TEDxTelAviv 2010,1272499200,24,Shimon Schocken,Shimon Schocken: What a bike ride can teach you,1,1290006420,"Computer Scientist, Educator",What a bike ride can teach you,539950
305,815,TEDGlobal 2010,1279152000,33,John Hardy,John Hardy: My green school dream,1,1290092040,"Designer, educator",My green school dream,960523
31,946,Mission Blue Voyage,1271376000,22,Kristina Gjerde,Kristina Gjerde: Making law on the high seas,1,1290175393,High seas policy advisor,Making law on the high seas,349168
140,561,TEDxDU 2010,1273708800,27,Kim Gorgens,Kim Gorgens: Protecting the brain against concussion,1,1290437580,Neuropsychologist,Protecting the brain against concussion,452578
187,1066,TEDGlobal 2010,1279238400,30,Zainab Salbi,"Zainab Salbi: Women, wartime and the dream of peace",1,1290523500,Activist and social entrepreneur,"Women, wartime and the dream of peace",505716
589,921,TEDxMidwest,1287360000,37,Jason Fried,Jason Fried: Why work doesn't happen at work,1,1290613380,Software entrepreneur,Why work doesn't happen at work,4908787
189,1077,TEDxHouston,1286841600,26,Dan Phillips,Dan Phillips: Creative houses from reclaimed stuff,1,1290698188,Builder,Creative houses from reclaimed stuff,1112351
767,314,TEDxNextGenerationAsheville,1282953600,39,Birke Baehr,Birke Baehr: What's wrong with our food system,1,1291044840,Aspiring organic farmer,What's wrong with our food system,2152734
366,1125,TEDxMidwest,1287273600,37,William Ury,"William Ury: The walk from ""no"" to ""yes""",1,1291134180,Mediator,"The walk from ""no"" to ""yes""",1828181
297,994,TEDGlobal 2010,1279065600,32,Marcel Dicke,Marcel Dicke: Why not eat insects?,1,1291215600,Ecological entomologist,Why not eat insects?,1393541
233,731,TEDxRotterdam 2010,1275609600,31,Bart Weetjens,Bart Weetjens: How I taught rats to sniff out land mines,1,1291303500,Product developer,How I taught rats to sniff out land mines,532619
117,529,TEDGlobal 2010,1279152000,32,Arthur Potts Dawson,Arthur Potts Dawson: A vision for sustainable restaurants,1,1291391400,Green chef,A vision for sustainable restaurants,833901
209,585,TEDWomen 2010,1291766400,28,Halla Tómasdóttir,Halla Tómasdóttir: A feminine response to Iceland's financial crash,1,1291834140,Change catalyst,A feminine response to Iceland's financial crash,588691
893,673,TEDWomen 2010,1291680000,36,Tony Porter,Tony Porter: A call to men,1,1291933500,"Author, educator, activist",A call to men,2235818
220,527,TEDWomen 2010,1291766400,36,Kiran Bedi,Kiran Bedi: A police chief with a difference,1,1292256591,Corrections pioneer,A police chief with a difference,849372
831,972,TEDWomen 2010,1291680000,29,Hanna Rosin,Hanna Rosin: New data on the rise of women,1,1292379480,Journalist,New data on the rise of women,851862
301,605,TEDxMidAtlantic,1288915200,36,Diana Laufenberg,Diana Laufenberg: How to learn? From mistakes,1,1292431320,Educator,How to learn? From mistakes,1882742
219,1028,TEDWomen 2010,1291766400,32,Rufus Griscom + Alisa Volkman,Rufus Griscom + Alisa Volkman: Let's talk parenting taboos,1,1292510460,Website co-founders,Let's talk parenting taboos,2108409
291,994,TEDxSydney,1274486400,29,Rachel Botsman,Rachel Botsman: The case for collaborative consumption,1,1292601360,Trust researcher,The case for collaborative consumption,1125092
473,700,RSA Animate,1287014400,0,Ken Robinson,Ken Robinson: Changing education paradigms,1,1292773140,Author/educator,Changing education paradigms,1854997
153,1040,TEDWomen 2010,1291766400,28,Beverly + Dereck Joubert,Beverly + Dereck Joubert: Life lessons from big cats,1,1292858280,"Conservationists, filmmakers",Life lessons from big cats,858303
868,898,TEDWomen 2010,1291766400,46,Sheryl Sandberg,Sheryl Sandberg: Why we have too few women leaders,1,1292943083,"COO, Facebook",Why we have too few women leaders,7431179
68,1079,TEDxMidwest,1284076800,23,Majora Carter,Majora Carter: 3 stories of local eco-entrepreneurship,1,1293032700,Activist for environmental justice,3 stories of local eco-entrepreneurship,702793
1927,1219,TEDxHouston,1275782400,52,Brené Brown,Brené Brown: The power of vulnerability,1,1293115500,Vulnerability researcher,The power of vulnerability,31168150
272,1387,TEDSalon NY2011,1290038400,32,Barry Schwartz,Barry Schwartz: Using our practical wisdom,1,1293809880,Psychologist,Using our practical wisdom,948622
409,250,TEDWomen 2010,1291680000,57,Arianna Huffington,Arianna Huffington: How to succeed? Get more sleep,1,1294066920,Journalist,How to succeed? Get more sleep,4241096
